,NO,SMILES structure,logD,smi
439,E-logD7.4-58,o1cc(nc1-c1ccc(Oc2ccccc2)cc1)CNC(CCCCC)C,4.67,o 1 c c ( n c 1- c 1 c c c ( O c 2 c c c c c 2 ) c c 1 ) C N C ( C C C C C ) C
440,A-logD7.4-398,O(C)c1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)C(=O)CC(O)=O)cc1,1.3,O ( C ) c 1 c c ( c c c 1 ) [C@H] ( N 1 C [C@H] ( N ( C [C@@H] 1 C ) C c 1 c c c c c 1 ) C ) c 1 c c 2 c ( C C N ( C 2 ) C ( = O ) C C ( O ) = O ) c c 1
441,A-logD7.4-409,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(Nc2nn[nH]n2)c(cc1)C)c1ccccc1)C,1.37,O = C 1 N ( c 2 c ( c c c c 2 ) C ( = N [C@H] 1 N C ( = O ) N c 1 c c ( N c 2 n n [nH] n 2 ) c ( c c 1 ) C ) c 1 c c c c c 1 ) C
442,B-logD7.4-247,Clc1cc2nccc(NCCCN3CCN(CC3)CCCN[C@H]3NCc4c(C3)cccc4)c2cc1,1.68,Cl c 1 c c 2 n c c c ( N C C C N 3 C C N ( C C 3 ) C C C N [C@H] 3 N C c 4 c ( C 3 ) c c c c 4 ) c 2 c c 1
443,A-logD7.4-644,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc2c(cc1)cccc2)[OH2+],2.66,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c 2 c ( c c 1 ) c c c c 2 ) [OH2+]
444,A-logD7.4-379,O1C(=O)c2c(N=C1NC(C)C)cc(NC(=O)C)cc2,1.2,O 1 C ( = O ) c 2 c ( N = C 1 N C ( C ) C ) c c ( N C ( = O ) C ) c c 2
445,B-logD7.4-295,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(NS(=O)(=O)c2ccccc2)cc1,2.88,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C S ( = O ) ( = O ) C C C O C C c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c c c 2 ) c c 1
446,A-logD7.4-863,O1CCN(CC1)CCOc1c2c(cccc2)c(NC(=O)Nc2n(nc(c2)C(C)(C)C)-c2ccc(cc2)C)cc1,5.1,O 1 C C N ( C C 1 ) C C O c 1 c 2 c ( c c c c 2 ) c ( N C ( = O ) N c 2 n ( n c ( c 2 ) C ( C ) ( C ) C ) - c 2 c c c ( c c 2 ) C ) c c 1
447,O-51,OC(=O)c1ccccc1,-1.25,O C ( = O ) c 1 c c c c c 1
448,A-logD7.4-138,OC(=O)C(NC(=O)C(N)Cc1c2c([nH]c1)cccc2)Cc1ccccc1,-0.52,O C ( = O ) C ( N C ( = O ) C ( N ) C c 1 c 2 c ( [nH] c 1 ) c c c c 2 ) C c 1 c c c c c 1
449,A-logD7.4-488,FC(F)(F)c1cc2c(nccc2-c2c3cc(ccc3n(CC(O)=O)c2C)C)cc1,1.8,F C ( F ) ( F ) c 1 c c 2 c ( n c c c 2- c 2 c 3 c c ( c c c 3 n ( C C ( O ) = O ) c 2 C ) C ) c c 1
450,A-logD7.4-419,O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2O,1.4,O ( C C ( O ) C N C ( C ) C ) c 1 c 2 c ( c c c 1 ) c c c c 2 O
451,B-logD7.4-353,Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1cc(cc(c1)C)C)C(O)=O)c1ccccc1,2.1,F c 1 c c ( F ) c c ( F ) c 1 C N 1 c 2 c ( c c c c 2 ) [C@] ( N C C 1 = O ) ( [C@H] ( O c 1 c c ( c c ( c 1 ) C ) C ) C ( O ) = O ) c 1 c c c c c 1
452,J-D7.4-2,OC=1C(=O)C=CN(CCCO)C=1CO,-1.25,O C = 1 C ( = O ) C = C N ( C C C O ) C = 1 C O
453,J-D7.4-15,OC=1C(=O)C=CN(CCOC(=O)C(C)(C)C)C=1CC,1.16,O C = 1 C ( = O ) C = C N ( C C O C ( = O ) C ( C ) ( C ) C ) C = 1 C C
454,O-224,S1c2c(N(CCN(C)C)C(=O)C(OC(=O)C)C1c1ccc(OC)cc1)cccc2,2.22,S 1 c 2 c ( N ( C C N ( C ) C ) C ( = O ) C ( O C ( = O ) C ) C 1 c 1 c c c ( O C ) c c 1 ) c c c c 2
455,A-logD7.4-109,S1(=O)(=O)NCC(N1Cc1cc2c([nH]cc2CCN(C)C)cc1)(C)C,-0.78,S 1 ( = O ) ( = O ) N C C ( N 1 C c 1 c c 2 c ( [nH] c c 2 C C N ( C ) C ) c c 1 ) ( C ) C
456,C-logD7.4-43,s1cccc1-c1nc2n(C=CC(=C2)C)c1NC(=O)Cc1ccc(OC)cc1,3.95,s 1 c c c c 1- c 1 n c 2 n ( C = C C ( = C 2 ) C ) c 1 N C ( = O ) C c 1 c c c ( O C ) c c 1
457,A-logD7.4-778,O(C)c1ccccc1N1CCN(CC1)c1ccc(Nn2c(ccc2C)C)cc1,3.61,O ( C ) c 1 c c c c c 1 N 1 C C N ( C C 1 ) c 1 c c c ( N n 2 c ( c c c 2 C ) C ) c c 1
458,A-logD7.4-556,Clc1sc(cc1)-c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)cc1,2.24,Cl c 1 s c ( c c 1 ) - c 1 n c c ( S ( = O ) ( = O ) N [C@H] 2 C C N ( [C@H] ( C ( = O ) N 3 C C O C C 3 ) C ) C 2 = O ) c c 1
459,B-logD7.4-197,S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(ccc1)C,5.4,S = C ( O c 1 c c 2 c ( c c 1 ) c c c c 2 ) N ( C ) c 1 c c ( c c c 1 ) C
460,B-logD7.4-78,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCC\N=C(/NC#N)\N)CC1CCCCC1)Cc1ccccc1,4.5,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) C [C@@H] ( C ( C ) C ) C ( = O ) N C C C \ N = C ( / N C # N ) \ N ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
461,O-432,O(C[C@H](O)CNC(C)C)c1c2c(ccc1)cccc2,1.41,O ( C [C@H] ( O ) C N C ( C ) C ) c 1 c 2 c ( c c c 1 ) c c c c 2
462,A-logD7.4-357,Clc1c2n(ncc2ccc1O)C[C@@H](N)C,1.09,Cl c 1 c 2 n ( n c c 2 c c c 1 O ) C [C@@H] ( N ) C
463,A-logD7.4-173,OC=1C(=O)C=CN(C)C=1CC,-0.21,O C = 1 C ( = O ) C = C N ( C ) C = 1 C C
464,A-logD7.4-839,O1CCN(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.5,O 1 C C N ( C C 1 ) C C C N C ( = O ) [C@H] ( C ( C ) C ) C [C@H] ( O ) [C@@H] ( N C ( = O ) [C@@H] ( N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N 1 C C C ( O C O C ) C C 1 ) C C C C ) C C 1 C C C C C 1
465,A-logD7.4-251,[Cl-].o1cc(cc1)C1(C2c3cc(O)ccc3C([n+]3c2cccc3)C1)c1ccoc1,0.32,[Cl-] . o 1 c c ( c c 1 ) C 1 ( C 2 c 3 c c ( O ) c c c 3 C ( [n+] 3 c 2 c c c c 3 ) C 1 ) c 1 c c o c 1
466,A-logD7.4-199,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1,0.008,O C ( = O ) C ( C ) c 1 c c ( c c c 1 ) C ( = O ) c 1 c c c c c 1
467,A-logD7.4-524,Clc1sc(cc1)-c1sc(S(=O)(=O)N[C@H]2CCN([C@H](C(=O)N3CCOCC3)C)C2=O)cc1,2.03,Cl c 1 s c ( c c 1 ) - c 1 s c ( S ( = O ) ( = O ) N [C@H] 2 C C N ( [C@H] ( C ( = O ) N 3 C C O C C 3 ) C ) C 2 = O ) c c 1
468,O-116,Fc1cc(F)ccc1C(O)(Cn1ncnc1)Cn1ncnc1,0.5,F c 1 c c ( F ) c c c 1 C ( O ) ( C n 1 n c n c 1 ) C n 1 n c n c 1
469,A-logD7.4-641,FC(F)(F)c1cc(cc(c1)[C@@H](OC[C@@H](N1CCN(CC1)CCOCC(O)=O)c1ccccc1)C)C(F)(F)F,2.64,F C ( F ) ( F ) c 1 c c ( c c ( c 1 ) [C@@H] ( O C [C@@H] ( N 1 C C N ( C C 1 ) C C O C C ( O ) = O ) c 1 c c c c c 1 ) C ) C ( F ) ( F ) F
470,B-logD7.4-74,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCNC(=O)C)CC1CCCCC1)Cc1ccccc1,4.3,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) C [C@@H] ( C ( C ) C ) C ( = O ) N C C C N C ( = O ) C ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
471,A-logD7.4-635,O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC2(C1)CCCC2,2.61,O = C 1 N ( C C C C N 2 C C N ( C C 2 ) c 2 n c c c n 2 ) C ( = O ) C C 2 ( C 1 ) C C C C 2
472,O-314,n1cc(ccc1)[C@@H]1N(CCC1)C,0.45,n 1 c c ( c c c 1 ) [C@@H] 1 N ( C C C 1 ) C
473,B-logD7.4-14,S(=O)(=O)(c1ccc(O)cc1)c1cc(S(=O)(=O)N)oc1,0.79,S ( = O ) ( = O ) ( c 1 c c c ( O ) c c 1 ) c 1 c c ( S ( = O ) ( = O ) N ) o c 1
474,A-logD7.4-49,OC=1C(=O)C=CN(CCC(O)=O)C=1CC,-1.6,O C = 1 C ( = O ) C = C N ( C C C ( O ) = O ) C = 1 C C
475,B-logD7.4-120,Oc1ccc(NC(=O)C)cc1,0.51,O c 1 c c c ( N C ( = O ) C ) c c 1
476,A-logD7.4-684,O(C)c1ccccc1COCCCOc1ccc(N2[C@H](CNCC2=O)COCc2cccnc2)cc1,2.9,O ( C ) c 1 c c c c c 1 C O C C C O c 1 c c c ( N 2 [C@H] ( C N C C 2 = O ) C O C c 2 c c c n c 2 ) c c 1
477,A-logD7.4-823,Ic1cc(cc(I)c1OCCN1CCCC1)C(=O)c1c2c(oc1CCCC)cccc2,6.03,I c 1 c c ( c c ( I ) c 1 O C C N 1 C C C C 1 ) C ( = O ) c 1 c 2 c ( o c 1 C C C C ) c c c c 2
478,A-logD7.4-175,O(CC[C@H](CC1(CCCC1)C(=O)NC1(Cc2c(C1)cccc2)CO)C(O)=O)C,-0.2,O ( C C [C@H] ( C C 1 ( C C C C 1 ) C ( = O ) N C 1 ( C c 2 c ( C 1 ) c c c c 2 ) C O ) C ( O ) = O ) C
479,A-logD7.4-258,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)C(=O)CC(O)=O)cc1,0.4,O c 1 c c ( c c c 1 ) [C@H] ( N 1 C [C@H] ( N ( C [C@@H] 1 C ) C c 1 c c c c c 1 ) C ) c 1 c c 2 c ( C C N ( C 2 ) C ( = O ) C C ( O ) = O ) c c 1
480,A-logD7.4-230,O(CCC1N(CCCC1)C(=O)[C@H](NCC(O)=O)CC1CCCCC1)C1CCN(CC1)C(N)=N,0.2,O ( C C C 1 N ( C C C C 1 ) C ( = O ) [C@H] ( N C C ( O ) = O ) C C 1 C C C C C 1 ) C 1 C C N ( C C 1 ) C ( N ) = N
481,O-587,Oc1cc2CC[C@H]3[C@H]4CC[C@](O)(C#C)[C@@]4(CC[C@@H]3c2cc1)C,3.42,O c 1 c c 2 C C [C@H] 3 [C@H] 4 C C [C@] ( O ) ( C # C ) [C@@] 4 ( C C [C@@H] 3 c 2 c c 1 ) C
482,I-logDoct-PBS-23,n1cccnc1Cc1cc(ccc1)C#N,1.46,n 1 c c c n c 1 C c 1 c c ( c c c 1 ) C # N
483,A-logD7.4-689,O(CCCC)c1nc2c(cccc2)c(c1)C(=O)NCCN(CC)CC,2.91,O ( C C C C ) c 1 n c 2 c ( c c c c 2 ) c ( c 1 ) C ( = O ) N C C N ( C C ) C C
484,A-logD7.4-315,OC=1C(=O)C=CN(CCCOCC)C=1CC,0.72,O C = 1 C ( = O ) C = C N ( C C C O C C ) C = 1 C C
485,B-logD7.4-134,Clc1ccc(cc1)C(CCN(C)C)c1ncccc1,1.41,Cl c 1 c c c ( c c 1 ) C ( C C N ( C ) C ) c 1 n c c c c 1
486,F-logD7.4-14,OC1=CC=CN(C)C1=O,-0.22,O C 1 = C C = C N ( C ) C 1 = O
487,B-logD7.4-169,c12c(cccc1)cccc2,3.37,c 12 c ( c c c c 1 ) c c c c 2
488,A-logD7.4-599,FC(F)(F)c1cc(cc(c1)C(F)(F)F)COCC(N1CCNCC1)c1ccccc1,2.41,F C ( F ) ( F ) c 1 c c ( c c ( c 1 ) C ( F ) ( F ) F ) C O C C ( N 1 C C N C C 1 ) c 1 c c c c c 1
489,I-logDoct-PBS-31,n1c2c(n(c1)Cc1ccccc1)cccc2,2.91,n 1 c 2 c ( n ( c 1 ) C c 1 c c c c c 1 ) c c c c 2
490,A-logD7.4-326,n12c(ncc1)C=CC=C2,0.8,n 12 c ( n c c 1 ) C = C C = C 2
491,C-logD7.4-42,O(CC(=O)NCc1ccccc1)c1cc(nc2c1cc(OC)cc2)C,3.86,O ( C C ( = O ) N C c 1 c c c c c 1 ) c 1 c c ( n c 2 c 1 c c ( O C ) c c 2 ) C
492,A-logD7.4-511,O(c1cc(ccc1)CNc1ccc(cc1)CCC(O)=O)c1ccccc1,1.95,O ( c 1 c c ( c c c 1 ) C N c 1 c c c ( c c 1 ) C C C ( O ) = O ) c 1 c c c c c 1
493,B-logD7.4-283,s1c2c(nc1O)c(O)ccc2CCNCCN(C(=O)CCOCCc1ccccc1)C,1.52,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C N ( C ( = O ) C C O C C c 1 c c c c c 1 ) C
494,B-logD7.4-155,Clc1c2O[C@]3([C@@H](CC(=O)C=C3OC)C)C(=O)c2c(OC)cc1OC,2.18,Cl c 1 c 2 O [C@] 3 ( [C@@H] ( C C ( = O ) C = C 3 O C ) C ) C ( = O ) c 2 c ( O C ) c c 1 O C
495,A-logD7.4-166,OC=1C(=O)C=CN(CC)C=1C,-0.31,O C = 1 C ( = O ) C = C N ( C C ) C = 1 C
496,O-475,O(C)c1cc2c(nccc2[C@H](O)[C@@H]2N3C[C@@H]([C@H](C2)CC3)C=C)cc1,2.41,O ( C ) c 1 c c 2 c ( n c c c 2 [C@H] ( O ) [C@@H] 2 N 3 C [C@@H] ( [C@H] ( C 2 ) C C 3 ) C = C ) c c 1
497,A-logD7.4-708,S(CC)C=1OC(=O)c2c(N=1)cccc2,3.0,S ( C C ) C = 1 O C ( = O ) c 2 c ( N = 1 ) c c c c 2
498,B-logD7.4-227,Clc1cc2OCOc2cc1CN1CCC(n2c3c(nc2O)cccc3)CC1,3.0,Cl c 1 c c 2 O C O c 2 c c 1 C N 1 C C C ( n 2 c 3 c ( n c 2 O ) c c c c 3 ) C C 1
499,B-logD7.4-287,Brc1ccc(cc1)CCOCCCS(=O)(=O)CCNCCc1c2sc(O)nc2c(O)cc1,3.36,Br c 1 c c c ( c c 1 ) C C O C C C S ( = O ) ( = O ) C C N C C c 1 c 2 s c ( O ) n c 2 c ( O ) c c 1
500,A-logD7.4-201,Fc1cc2c(N(C=C(C(O)=O)C2=O)c2ccc(cc2C)C)cc1N1CC(NC(C1)C)C,0.02,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) c 2 c c c ( c c 2 C ) C ) c c 1 N 1 C C ( N C ( C 1 ) C ) C
501,A-logD7.4-150,[nH]1cc(c2cc(ccc12)Cc1nnnn1CC)CCN(C)C,-0.43,[nH] 1 c c ( c 2 c c ( c c c 12 ) C c 1 n n n n 1 C C ) C C N ( C ) C
502,I-logDoct-PBS-22,S(=O)(=O)(N)c1ccc(cc1)Cn1c2c(nc1)cccc2,1.04,S ( = O ) ( = O ) ( N ) c 1 c c c ( c c 1 ) C n 1 c 2 c ( n c 1 ) c c c c 2
503,A-logD7.4-364,FC=1c2n(C=CC=1C(O)(C)C)ccn2,1.1,F C = 1 c 2 n ( C = C C = 1 C ( O ) ( C ) C ) c c n 2
504,B-logD7.4-343,O(C)c1cc2-n3c(ccc3)C(=Nc2cc1)NCCCN1CCN(CC1)CCCNC1=Nc2c(-n3c1ccc3)cc(OC)cc2,4.67,O ( C ) c 1 c c 2- n 3 c ( c c c 3 ) C ( = N c 2 c c 1 ) N C C C N 1 C C N ( C C 1 ) C C C N C 1 = N c 2 c ( - n 3 c 1 c c c 3 ) c c ( O C ) c c 2
505,C-logD7.4-21,o1cccc1CNC(=O)c1n2C=C(C=Cc2nc1C)C,3.02,o 1 c c c c 1 C N C ( = O ) c 1 n 2 C = C ( C = C c 2 n c 1 C ) C
506,A-logD7.4-549,O1CCN(CC1)c1nnc(N(n2c(ccc2C)C)C)cc1,2.21,O 1 C C N ( C C 1 ) c 1 n n c ( N ( n 2 c ( c c c 2 C ) C ) C ) c c 1
507,A-logD7.4-422,Clc1ccc(cc1)C(N1CCN(CC1)CCOCC(O)=O)c1ccccc1,1.45,Cl c 1 c c c ( c c 1 ) C ( N 1 C C N ( C C 1 ) C C O C C ( O ) = O ) c 1 c c c c c 1
508,B-logD7.4-203,s1cc(nc1N=C(N)N)-c1[nH]c(nc1)C,0.74,s 1 c c ( n c 1 N = C ( N ) N ) - c 1 [nH] c ( n c 1 ) C
509,B-logD7.4-272,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1[N+](=O)[O-],1.37,s 1 c 2 c ( n c 1 O ) c ( O ) c c c 2 C C N C C C S ( = O ) ( = O ) C C O C C c 1 c c c c c 1 [N+] ( = O ) [O-]
510,O-98,OC1(CCC2C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)CC12C)C(=O)CO,1.53,O C 1 ( C C C 2 C 3 C ( C 4 ( C ( = C C ( = O ) C C 4 ) C C 3 ) C ) C ( O ) C C 12 C ) C ( = O ) C O
511,A-logD7.4-787,O(C)c1cc2c(ncnc2Nc2ccc(NC(=O)c3ccccc3)cc2)cc1OC,3.7,O ( C ) c 1 c c 2 c ( n c n c 2 N c 2 c c c ( N C ( = O ) c 3 c c c c c 3 ) c c 2 ) c c 1 O C
512,E-logD7.4-50,Clc1ccccc1Oc1ncccc1/C(=N\O)/NC1CCCCC1,4.52,Cl c 1 c c c c c 1 O c 1 n c c c c 1/ C ( = N \ O ) / N C 1 C C C C C 1
513,B-logD7.4-60,O1CC[N+]([O-])(CC1)CCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.07,O 1 C C [N+] ( [O-] ) ( C C 1 ) C C N C ( = O ) [C@H] ( C ( C ) C ) C [C@H] ( O ) [C@@H] ( N C ( = O ) [C@@H] ( N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N 1 C C C ( O C O C ) C C 1 ) C C C C ) C C 1 C C C C C 1
514,A-logD7.4-380,O=C1N(c2nc(nc(c2CC1(C)C)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,1.21,O = C 1 N ( c 2 n c ( n c ( c 2 C C 1 ( C ) C ) C ) C ) C c 1 c c c ( c c 1 ) - c 1 c c c c c 1- c 1 n n [nH] n 1
515,A-logD7.4-451,Clc1cc(Cl)ccc1-c1nc(OC)nc(N)c1CN,1.6,Cl c 1 c c ( Cl ) c c c 1- c 1 n c ( O C ) n c ( N ) c 1 C N
516,A-logD7.4-800,O1C(=O)c2c(N=C1NCCCCCC)cccc2,3.8,O 1 C ( = O ) c 2 c ( N = C 1 N C C C C C C ) c c c c 2
517,O-383,Clc1ccc(cc1)[C@H](N1CCN(CC1)CCOCCO)c1ccccc1,3.13,Cl c 1 c c c ( c c 1 ) [C@H] ( N 1 C C N ( C C 1 ) C C O C C O ) c 1 c c c c c 1
518,A-logD7.4-491,Clc1ccccc1CC(N1CCNCC1)c1ccccc1,1.8,Cl c 1 c c c c c 1 C C ( N 1 C C N C C 1 ) c 1 c c c c c 1
519,A-logD7.4-849,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCC)CC1CCCCC1)Cc1ccccc1,4.7,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) C [C@@H] ( C ( C ) C ) C ( = O ) N C C C C ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
520,A-logD7.4-99,[nH]1cc(c2cc(ccc12)Cc1nnnn1C)CCN(C)C,-0.94,[nH] 1 c c ( c 2 c c ( c c c 12 ) C c 1 n n n n 1 C ) C C N ( C ) C
521,A-logD7.4-829,O1CCN(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.3,O 1 C C N ( C C 1 ) C C C N C ( = O ) [C@H] ( C ( C ) C ) C [C@H] ( O ) [C@@H] ( N C ( = O ) [C@@H] ( O [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) N 1 C C C ( O C O C ) C C 1 ) C C C C ) C C 1 C C C C C 1
522,A-logD7.4-763,Clc1cc2c(Oc3c(N=C2N2CCNCC2)cccc3)cc1,3.48,Cl c 1 c c 2 c ( O c 3 c ( N = C 2 N 2 C C N C C 2 ) c c c c 3 ) c c 1
523,A-logD7.4-624,O1C(=O)c2c(N=C1NC(C(OC)=O)c1ccccc1)cccc2,2.6,O 1 C ( = O ) c 2 c ( N = C 1 N C ( C ( O C ) = O ) c 1 c c c c c 1 ) c c c c 2
524,A-logD7.4-583,O([C@]([C@@H](CN(C)C)C)(Cc1ccccc1)c1ccccc1)C(=O)CC,2.48,O ( [C@] ( [C@@H] ( C N ( C ) C ) C ) ( C c 1 c c c c c 1 ) c 1 c c c c c 1 ) C ( = O ) C C
525,B-logD7.4-161,O=C(Nc1c(cccc1C)C)CN(CC)CC,1.71,O = C ( N c 1 c ( c c c c 1 C ) C ) C N ( C C ) C C
526,O-21,O=C1CC[C@@]2([C@@H]3[C@H]([C@H]4CC[C@@H](C(=O)C)[C@@]4(CC3)C)CCC2=C1)C,3.48,O = C 1 C C [C@@] 2 ( [C@@H] 3 [C@H] ( [C@H] 4 C C [C@@H] ( C ( = O ) C ) [C@@] 4 ( C C 3 ) C ) C C C 2 = C 1 ) C
527,A-logD7.4-598,Clc1cc(ccc1Cl)[C@]1(CCN(C1)C(=O)c1cc(OC)c(OC)c(OC)c1)CCN1CCC(CC1)(C(=O)N1CCN(CC1)C)c1cccnc1,2.41,Cl c 1 c c ( c c c 1 Cl ) [C@] 1 ( C C N ( C 1 ) C ( = O ) c 1 c c ( O C ) c ( O C ) c ( O C ) c 1 ) C C N 1 C C C ( C C 1 ) ( C ( = O ) N 1 C C N ( C C 1 ) C ) c 1 c c c n c 1
528,A-logD7.4-327,[Na+].Fc1ccc(cc1)-c1nc(n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C(C)C)-c1ccc(F)cc1,0.83,[Na+] . F c 1 c c c ( c c 1 ) - c 1 n c ( n ( \ C = C \ [C@@H] ( O ) C [C@@H] ( O ) C C ( = O ) [O-] ) c 1 C ( C ) C ) - c 1 c c c ( F ) c c 1
529,O-10,O=C1C=C2[C@@]([C@H]3[C@@H]([C@H]4CC[C@](O)(C(=O)CO)[C@@]4(C[C@H]3O)C)C[C@H]2C)(C=C1)C,2.1,O = C 1 C = C 2 [C@@] ( [C@H] 3 [C@@H] ( [C@H] 4 C C [C@] ( O ) ( C ( = O ) C O ) [C@@] 4 ( C [C@H] 3 O ) C ) C [C@H] 2 C ) ( C = C 1 ) C
530,A-logD7.4-407,N12CC(N3c4c(CCc5c3cccc5)cccc4)C(CC1)CC2,1.36,N 12 C C ( N 3 c 4 c ( C C c 5 c 3 c c c c 5 ) c c c c 4 ) C ( C C 1 ) C C 2
531,A-logD7.4-757,O(C)c1cc2N=C(c3n(-c2cc1)ccc3)CCC,3.4,O ( C ) c 1 c c 2 N = C ( c 3 n ( - c 2 c c 1 ) c c c 3 ) C C C
532,C-logD7.4-50,FC(F)(F)c1nc2n(C=C(C=C2)C)c1C(=O)NCc1occc1,4.32,F C ( F ) ( F ) c 1 n c 2 n ( C = C ( C = C 2 ) C ) c 1 C ( = O ) N C c 1 o c c c 1
533,A-logD7.4-448,O1C(=O)c2c(N=C1NC(C)C)cc(N)cc2CC,1.6,O 1 C ( = O ) c 2 c ( N = C 1 N C ( C ) C ) c c ( N ) c c 2 C C
534,E-logD7.4-77,o1cc(nc1-c1ccc(OCCCCC)cc1)CNCCC1N(CCC1)C,5.2,o 1 c c ( n c 1- c 1 c c c ( O C C C C C ) c c 1 ) C N C C C 1 N ( C C C 1 ) C
535,A-logD7.4-100,Fc1cc2c(N(C=C(C(O)=O)C2=O)C2CC2)cc1N1CCNCC1,-0.96,F c 1 c c 2 c ( N ( C = C ( C ( O ) = O ) C 2 = O ) C 2 C C 2 ) c c 1 N 1 C C N C C 1
536,B-logD7.4-82,O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCNc1nc([nH]n1)N)CC1CCCCC1)Cc1ccccc1,4.0,O ( C O C ) C 1 C C N ( C C 1 ) C ( = O ) [C@@H] ( O [C@@H] ( C C C C ) C ( = O ) N [C@H] ( [C@@H] ( O ) C [C@@H] ( C ( C ) C ) C ( = O ) N C C N c 1 n c ( [nH] n 1 ) N ) C C 1 C C C C C 1 ) C c 1 c c c c c 1
537,O-468,O[C@H]([C@@H](NC)C)c1ccccc1,-0.77,O [C@H] ( [C@@H] ( N C ) C ) c 1 c c c c c 1
538,B-logD7.4-360,Fc1c(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN(CCC)CCO)c4)c2)cccc1F,2.3,F c 1 c ( N C ( = O ) C c 2 [nH] n c ( N c 3 n c n c 4 c 3 c c ( O C ) c ( O C C C N ( C C C ) C C O ) c 4 ) c 2 ) c c c c 1 F
539,A-logD7.4-648,O1CCN(CC1)CCCOc1cc2ncnc(Nc3cnc(nc3)NC(=O)c3ccccc3)c2cc1OC,2.7,O 1 C C N ( C C 1 ) C C C O c 1 c c 2 n c n c ( N c 3 c n c ( n c 3 ) N C ( = O ) c 3 c c c c c 3 ) c 2 c c 1 O C
540,A-logD7.4-621,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc(OC)ccc1)[OH2+],2.58,[Tc-] 12 ( S C C [N+] 1 ( C C S 2 ) C C N ( C C ) C C ) ( S c 1 c c ( O C ) c c c 1 ) [OH2+]
